"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"310M100US17940","Columbia, TN Micro Area","31960","1127","10.2","2.6","7.3","2.3","14.1","2.6","13.1","3.3","13.9","2.9","21.1","3.4","2.4","7.9","2.2","1.4","0.9","2.5","1.3","41953","2702","55347","4771","23.4","(X)","(X)","(X)","(X)","(X)","21289","1634","9.0","4.0","3.7","2.1","8.8","3.0","13.2","4.0","14.8","4.2","21.8","3.9","12.4","3.5","10.8","3.0","1.8","1.3","3.8","1.9","50959","8318","67191","6517","(X)","(X)","24.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63662","4677","8.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10671","1538","16.6","5.4","11.1","4.7","25.4","5.9","13.0","5.7","5.6","17.9","6.4","0.8","1.0","0.5","0.8","0.6","0.8","0.0","1.4","22856","4411","29730","3089","(X)","(X)","(X)","(X)","18.5","(X)","14.1"
"310M100US17980","Columbus, GA-AL Metro Area","110334","2639","10.7","1.4","6.2","1.1","12.8","1.5","12.1","1.7","14.2","1.5","18.6","1.8","1.4","7.7","1.4","2.8","0.8","2.4","0.6","42972","2879","58572","3198","27.9","(X)","(X)","(X)","(X)","(X)","71659","3042","6.6","1.4","3.7","1.1","9.6","1.4","11.9","2.2","13.3","1.6","21.7","2.7","15.3","2.1","10.5","1.9","4.2","1.1","3.3","0.9","55309","4199","70934","4468","(X)","(X)","28.8","(X)","(X)","(X)","47707","2876","1.5","0.7","1.4","0.7","4.4","1.2","10.2","2.7","12.2","2.1","25.1","3.6","19.9","2.9","14.7","2.6","6.1","1.6","4.6","1.3","68919","3974","12.3","88738","5686","(X)","(X)","(X)","(X)","(X)","(X)","38675","2710","19.0","3.1","10.9","2.2","19.2","3.3","13.9","2.6","3.1","12.6","2.6","6.2","1.9","1.1","0.6","0.5","0.5","0.6","0.5","25554","2455","33841","2761","(X)","(X)","(X)","(X)","26.2","(X)","16.0"
"310M100US18020","Columbus, IN Metro Area","29640","1065","4.2","1.8","6.3","2.7","10.3","2.9","12.4","2.8","14.6","3.1","19.8","2.8","2.6","10.5","2.8","4.6","1.6","3.6","1.6","53671","5403","66358","4292","18.6","(X)","(X)","(X)","(X)","(X)","20587","1376","2.1","1.7","4.7","2.8","8.4","3.2","8.9","2.8","14.6","3.4","21.5","3.4","15.9","3.2","12.5","3.4","6.7","2.3","4.7","2.1","62531","3363","76197","5654","(X)","(X)","17.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70559","6846","13.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9053","1184","9.4","3.9","12.1","5.0","18.7","7.5","20.1","6.7","5.3","15.5","5.6","6.4","3.3","5.0","4.2","0.6","0.9","0.4","0.6","29874","4414","38769","4252","(X)","(X)","(X)","(X)","20.9","(X)","11.9"
"310M100US18140","Columbus, OH Metro Area","719081","5382","7.2","0.5","5.2","0.4","10.2","0.5","9.7","0.6","13.8","0.7","19.3","0.8","0.7","12.7","0.6","4.9","0.3","4.3","0.3","53699","1282","71655","1080","22.2","(X)","(X)","(X)","(X)","(X)","459138","5548","5.2","0.5","2.8","0.4","7.0","0.5","7.6","0.7","13.4","0.8","19.5","0.9","15.1","0.8","16.8","0.8","6.7","0.5","5.9","0.5","67438","1387","85464","1457","(X)","(X)","22.2","(X)","(X)","(X)","333079","6007","1.9","0.4","1.1","0.2","3.7","0.4","5.5","0.6","11.4","0.9","20.3","1.1","17.8","1.0","21.7","1.0","9.0","0.7","7.7","0.6","82307","1433","12.6","101418","2030","(X)","(X)","(X)","(X)","(X)","(X)","259943","6107","12.0","1.0","9.8","0.8","16.6","1.1","13.8","1.0","1.1","18.1","1.3","7.3","0.9","4.8","0.7","1.4","0.4","1.2","0.4","33140","1197","44845","1446","(X)","(X)","(X)","(X)","21.0","(X)","14.9"
"310M100US18180","Concord, NH Micro Area","57222","1097","4.4","1.3","5.9","1.7","9.2","1.6","9.1","1.8","14.6","1.9","16.2","1.9","2.0","15.9","2.3","6.1","1.4","3.4","1.0","58742","5069","74794","3578","25.3","(X)","(X)","(X)","(X)","(X)","37179","1939","3.1","1.5","2.7","1.5","5.6","1.6","8.1","2.2","13.0","2.1","16.0","2.4","18.7","2.7","20.5","3.0","8.1","2.1","4.2","1.4","77712","5407","87311","5148","(X)","(X)","26.0","(X)","(X)","(X)","28762","1727","1.2","1.0","1.8","1.2","3.5","1.6","5.6","1.7","10.8","1.9","16.9","2.6","20.6","3.3","24.5","3.4","9.6","2.4","5.4","1.9","85451","5714","15.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20043","1858","9.7","3.0","11.9","4.1","16.5","3.4","12.2","3.5","3.5","16.3","3.3","6.4","2.6","5.6","2.0","2.5","2.1","1.4","1.1","34586","4494","46376","4779","(X)","(X)","(X)","(X)","20.7","(X)","17.5"
"310M100US18260","Cookeville, TN Micro Area","41495","1336","13.7","2.1","11.6","2.4","15.9","2.5","13.8","2.6","11.8","1.8","14.3","2.4","1.8","6.6","1.7","2.4","1.0","1.5","0.8","31813","1985","46447","3274","31.0","(X)","(X)","(X)","(X)","(X)","27363","1732","9.6","2.4","6.9","2.8","13.6","3.1","12.7","2.7","14.1","2.6","16.3","2.9","12.4","2.6","9.6","2.5","2.6","1.1","2.1","1.2","41968","4247","56221","4467","(X)","(X)","28.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","51997","5220","8.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14132","1470","23.2","4.5","20.4","4.8","19.5","4.5","16.3","4.8","2.7","10.5","3.8","0.8","0.9","0.6","0.7","1.9","2.1","0.3","0.5","18669","3050","26568","3288","(X)","(X)","(X)","(X)","34.9","(X)","6.5"
"310M100US18300","Coos Bay, OR Micro Area","24818","1510","9.9","2.8","9.2","2.7","16.1","3.8","14.7","3.7","16.5","3.6","15.7","3.7","2.4","5.3","1.8","2.5","1.7","1.7","1.3","35016","3742","51944","7145","29.8","(X)","(X)","(X)","(X)","(X)","14447","1369","4.8","3.2","6.0","2.4","11.5","4.4","11.4","3.8","21.9","5.3","18.2","4.3","11.6","3.7","8.1","3.0","3.9","2.9","2.7","2.0","46923","3141","65236","9640","(X)","(X)","23.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","51154","4613","8.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10371","1326","19.1","6.4","13.7","5.5","23.3","5.7","18.1","7.0","4.5","11.0","5.8","2.7","1.7","1.9","1.6","0.0","1.5","0.4","0.7","21678","2919","31808","6449","(X)","(X)","(X)","(X)","37.0","(X)","9.7"
"310M100US18500","Corning, NY Micro Area","41597","960","7.6","1.5","6.6","1.4","10.7","1.6","11.0","1.8","18.1","2.2","20.7","2.5","1.8","9.9","1.7","2.6","0.9","1.9","0.9","46445","2806","58242","3334","29.4","(X)","(X)","(X)","(X)","(X)","26244","1375","5.2","1.7","3.7","1.4","7.4","1.5","9.8","2.2","17.1","2.5","24.2","3.3","15.0","2.8","11.2","2.1","3.4","1.0","3.0","1.5","55351","4850","67962","3777","(X)","(X)","28.9","(X)","(X)","(X)","19674","1360","1.8","1.4","1.7","0.9","4.9","1.2","8.6","2.3","17.9","3.0","26.3","3.8","16.2","3.0","14.6","2.7","4.1","1.4","3.8","1.9","64425","3390","10.9","77044","4396","(X)","(X)","(X)","(X)","(X)","(X)","15353","1237","12.6","2.8","13.0","3.1","19.2","3.7","13.2","3.4","3.4","14.0","3.4","3.9","1.4","6.5","3.4","1.0","1.5","0.0","0.9","27054","2072","39092","4440","(X)","(X)","(X)","(X)","28.9","(X)","16.4"
"310M100US18580","Corpus Christi, TX Metro Area","156182","2920","7.8","1.0","6.3","0.8","11.1","1.4","11.4","1.4","14.2","1.4","19.8","1.5","1.2","11.6","1.3","3.6","0.8","3.0","0.7","49047","2031","63262","2155","21.5","(X)","(X)","(X)","(X)","(X)","109483","2776","4.7","1.2","4.1","0.9","9.1","1.4","12.0","1.6","14.8","1.7","21.1","1.8","12.4","1.5","13.8","1.6","4.4","1.0","3.6","1.0","55831","2866","70337","3012","(X)","(X)","23.0","(X)","(X)","(X)","72989","2659","2.2","0.9","1.8","0.6","5.9","1.3","8.5","1.5","13.8","1.7","23.5","2.3","15.1","1.9","18.0","2.2","6.2","1.5","5.0","1.3","68255","2441","11.1","83945","3799","(X)","(X)","(X)","(X)","(X)","(X)","46699","3025","16.7","3.0","12.4","2.1","16.6","3.1","11.5","2.4","2.5","15.9","2.5","6.7","1.7","5.1","1.6","1.0","0.7","1.5","0.7","28058","2967","42317","3963","(X)","(X)","(X)","(X)","16.1","(X)","12.6"
"310M100US18700","Corvallis, OR Metro Area","33395","1129","12.8","2.6","6.2","2.3","11.0","2.1","7.8","2.1","11.5","2.6","15.1","2.5","2.8","14.8","2.5","5.9","1.7","3.2","1.2","51133","5803","67411","4383","27.6","(X)","(X)","(X)","(X)","(X)","18639","1307","3.2","2.0","2.2","2.0","10.2","2.4","5.8","2.3","10.5","3.1","18.4","3.7","14.7","4.1","20.5","3.4","9.3","2.4","5.1","2.0","74702","3841","89322","6904","(X)","(X)","26.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83755","8856","11.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14756","1293","26.3","5.1","11.4","4.0","12.4","3.9","10.8","3.7","3.5","11.0","3.6","7.2","3.7","7.2","3.7","1.5","1.5","0.8","1.0","24931","5943","38035","5050","(X)","(X)","(X)","(X)","27.9","(X)","11.4"
"310M100US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","75099","2175","7.4","1.7","4.0","1.3","9.3","1.6","11.6","1.9","14.5","2.0","21.1","2.0","1.8","12.0","1.7","3.9","1.1","2.8","0.7","52787","2925","65871","2955","38.0","(X)","(X)","(X)","(X)","(X)","49723","2151","7.4","2.2","2.2","1.4","7.8","2.0","9.3","2.2","11.3","2.3","20.9","2.5","16.2","2.3","15.8","2.5","5.4","1.6","3.7","1.2","64174","2954","75626","4416","(X)","(X)","36.7","(X)","(X)","(X)","37138","2044","1.1","0.8","1.5","1.4","5.0","2.1","7.8","2.3","11.4","2.6","24.0","2.9","18.6","2.9","18.3","3.0","7.3","2.2","4.9","1.5","74117","5131","13.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25376","1864","11.2","3.2","6.8","2.5","14.5","3.2","14.7","3.5","4.3","19.9","3.6","8.1","2.5","3.9","1.4","1.1","1.1","0.7","0.6","36154","2205","44255","3923","(X)","(X)","(X)","(X)","38.3","(X)","19.0"
"310M100US18980","Cullman, AL Micro Area","31450","1372","9.5","2.3","10.9","2.7","11.2","2.3","14.7","3.4","19.2","3.4","16.0","2.8","2.6","4.5","1.5","0.9","0.6","1.5","1.0","37287","2459","48609","4360","27.7","(X)","(X)","(X)","(X)","(X)","20963","1486","4.0","1.6","7.8","3.1","9.4","2.7","13.8","4.0","18.8","3.7","19.7","3.7","17.1","4.0","6.1","2.2","1.3","0.9","2.1","1.4","47047","4425","58691","6035","(X)","(X)","32.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","54110","6747","11.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10487","1134","21.6","6.5","19.8","6.0","14.5","3.8","14.2","5.2","6.2","8.6","4.0","0.9","0.9","0.7","0.9","0.2","0.3","0.3","0.5","20127","6173","27229","4486","(X)","(X)","(X)","(X)","18.2","(X)","19.2"
"310M100US19060","Cumberland, MD-WV Metro Area","39475","1613","12.2","2.6","8.6","2.0","17.8","2.6","10.6","1.8","15.0","2.3","16.3","2.2","1.8","6.4","1.8","1.8","1.2","1.5","0.8","35645","2417","49328","3810","30.3","(X)","(X)","(X)","(X)","(X)","21499","1431","3.0","1.4","3.8","2.0","14.7","3.5","11.5","2.4","18.1","3.1","21.2","3.1","13.5","2.9","10.1","2.8","2.3","1.6","1.8","1.3","49066","3488","62374","5744","(X)","(X)","29.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","54134","3708","9.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17976","1488","23.7","4.9","14.3","4.0","22.1","4.3","11.2","3.0","2.9","9.6","2.7","4.6","2.7","1.2","1.2","0.8","1.0","1.2","0.9","20236","2192","31892","4820","(X)","(X)","(X)","(X)","31.5","(X)","11.3"
"310M100US19100","Dallas-Fort Worth-Arlington, TX Metro Area","2337076","9580","6.3","0.3","4.5","0.2","9.9","0.3","9.9","0.3","13.6","0.3","18.3","0.4","0.3","13.9","0.4","5.7","0.2","5.4","0.2","56954","590","77915","715","28.5","(X)","(X)","(X)","(X)","(X)","1616802","13212","4.4","0.3","3.2","0.2","8.2","0.3","8.9","0.4","12.6","0.4","18.0","0.5","13.8","0.4","16.8","0.5","7.3","0.3","6.8","0.3","66884","699","88770","951","(X)","(X)","29.4","(X)","(X)","(X)","1183738","12810","1.6","0.2","1.6","0.2","5.6","0.3","6.5","0.4","11.1","0.4","18.3","0.6","16.1","0.5","20.9","0.6","9.3","0.4","9.0","0.3","82240","832","12.5","104373","1216","(X)","(X)","(X)","(X)","(X)","(X)","720274","11045","12.1","0.6","8.0","0.5","14.2","0.7","12.8","0.6","0.7","18.0","0.8","8.5","0.6","6.7","0.5","2.1","0.3","1.8","0.2","36913","574","50399","1068","(X)","(X)","(X)","(X)","25.0","(X)","15.9"
"310M100US19140","Dalton, GA Metro Area","48205","1609","8.4","2.3","8.8","2.3","18.1","3.0","16.7","3.2","13.7","2.3","18.2","3.3","1.9","5.7","1.5","1.8","0.8","2.0","1.0","32858","3456","49342","3709","23.8","(X)","(X)","(X)","(X)","(X)","35155","1987","7.4","2.8","4.8","1.9","17.5","3.4","13.8","2.9","14.2","2.5","21.9","4.1","8.2","2.5","7.2","2.0","2.4","1.1","2.6","1.4","41442","4094","55343","4333","(X)","(X)","26.1","(X)","(X)","(X)","25865","1745","2.6","1.7","3.4","2.1","13.1","3.7","12.7","3.1","14.4","3.0","26.7","4.9","10.6","3.2","9.8","2.8","3.1","1.5","3.6","1.9","53349","3398","6.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13050","1794","14.8","4.8","18.2","5.2","22.7","6.1","23.7","6.6","3.4","7.1","3.5","2.0","1.8","1.5","1.3","0.0","1.4","0.5","0.8","21542","3131","31118","8473","(X)","(X)","(X)","(X)","16.7","(X)","9.5"
"310M100US19180","Danville, IL Metro Area","31714","1024","8.8","2.1","7.1","2.0","14.4","3.0","13.4","2.6","17.3","2.9","13.5","2.1","2.5","8.7","2.2","1.9","1.1","1.1","0.8","40311","3325","52242","3756","41.4","(X)","(X)","(X)","(X)","(X)","19309","1168","6.5","2.6","4.7","2.4","10.0","3.4","10.0","2.9","18.5","3.9","17.4","3.3","17.3","3.4","11.0","2.6","2.7","1.7","1.8","1.2","50202","4764","62304","5074","(X)","(X)","39.0","(X)","(X)","(X)","13673","1177","2.0","1.2","2.7","2.6","7.6","3.5","7.6","2.8","18.9","4.5","18.7","3.6","22.0","4.1","14.3","3.4","3.8","2.5","2.5","1.7","65740","5522","13.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12405","1114","13.8","4.3","12.4","4.1","20.0","4.8","20.2","4.8","4.2","6.3","2.5","7.4","3.3","3.9","3.0","0.6","0.7","0.0","1.1","26472","2677","34309","4137","(X)","(X)","(X)","(X)","44.2","(X)","15.3"
"310M100US19260","Danville, VA Metro Area","45216","1535","11.1","2.0","7.3","2.1","14.2","2.5","14.8","2.3","14.8","2.3","18.4","2.6","1.7","7.5","1.4","1.9","0.8","1.1","0.6","38071","3571","51133","3226","25.5","(X)","(X)","(X)","(X)","(X)","29728","1444","7.3","2.4","2.9","1.2","11.4","3.0","13.7","2.5","15.3","2.7","23.2","3.4","11.2","2.3","10.6","2.2","2.8","1.3","1.6","0.9","49199","4078","62479","4959","(X)","(X)","25.8","(X)","(X)","(X)","21690","1571","1.6","1.1","1.7","0.9","7.7","3.0","12.2","2.7","15.7","3.5","27.5","4.1","14.5","3.0","13.1","2.8","3.8","1.8","2.2","1.3","59119","4155","8.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15488","1634","20.0","3.9","15.4","4.9","19.5","3.9","17.3","4.0","3.6","9.0","3.3","3.6","2.0","1.4","1.5","0.3","0.4","0.2","0.3","21977","3229","28456","2942","(X)","(X)","(X)","(X)","24.1","(X)","13.2"
"310M100US19300","Daphne-Fairhope-Foley, AL Micro Area","77978","3040","7.4","1.6","5.9","1.4","12.2","2.4","10.7","1.8","15.6","2.3","16.6","2.6","2.3","11.5","2.0","4.4","1.3","2.4","1.0","48378","2633","62801","2728","26.2","(X)","(X)","(X)","(X)","(X)","56774","2773","4.7","2.0","3.0","1.0","10.5","2.7","9.5","2.4","15.3","2.6","18.6","3.1","15.0","2.8","14.2","2.5","6.0","1.8","3.1","1.4","57055","5924","72330","3618","(X)","(X)","27.5","(X)","(X)","(X)","44377","2433","1.7","1.2","1.5","0.7","7.5","2.7","7.9","2.5","14.4","2.9","19.2","3.5","18.1","3.4","17.9","3.1","7.7","2.3","4.0","1.8","69612","8791","13.2","83495","4755","(X)","(X)","(X)","(X)","(X)","(X)","21204","2399","17.1","4.5","12.5","3.7","17.9","4.5","13.2","3.9","4.0","9.7","3.3","8.0","4.2","3.7","2.4","0.0","0.7","0.4","0.5","27224","4958","35554","3862","(X)","(X)","(X)","(X)","22.7","(X)","17.4"
"310M100US19500","Decatur, IL Metro Area","46336","989","11.2","2.0","5.6","1.6","13.0","2.3","11.6","1.8","14.4","1.9","17.6","2.4","1.9","10.1","1.8","2.9","1.3","2.2","0.8","44533","2290","58049","2963","23.9","(X)","(X)","(X)","(X)","(X)","28912","1453","7.6","2.6","2.9","1.4","9.7","2.6","12.5","2.5","13.3","2.0","20.6","3.3","12.8","2.5","13.2","2.5","3.8","1.9","3.5","1.3","54087","3049","69103","4641","(X)","(X)","25.0","(X)","(X)","(X)","20349","1355","1.3","1.0","1.1","1.1","4.0","2.0","9.9","2.6","14.1","2.3","25.8","4.1","15.6","3.0","17.9","3.5","5.4","2.6","4.9","1.9","65916","6553","11.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17424","1409","17.6","4.1","10.7","3.4","19.1","3.4","12.3","2.9","3.8","11.0","2.9","7.3","2.7","4.0","2.2","1.4","1.1","0.2","0.2","26374","2579","36671","3160","(X)","(X)","(X)","(X)","21.6","(X)","16.4"
"310M100US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","155726","2004","5.5","0.8","5.6","0.8","11.2","1.1","12.1","1.3","13.8","1.3","20.2","1.2","1.0","12.2","0.9","3.2","0.5","3.5","0.7","51678","1262","66324","1813","26.4","(X)","(X)","(X)","(X)","(X)","99027","2892","3.2","0.8","3.6","0.7","6.7","1.1","9.5","1.4","12.3","1.4","21.8","1.6","17.2","1.4","16.0","1.4","4.6","0.9","5.0","1.0","65567","2037","79821","2291","(X)","(X)","26.2","(X)","(X)","(X)","75620","2787","1.0","0.5","1.4","0.4","3.7","0.9","6.8","1.3","11.0","1.1","23.2","1.8","20.6","1.9","20.0","1.7","5.8","1.1","6.5","1.3","78506","1933","12.9","92532","2810","(X)","(X)","(X)","(X)","(X)","(X)","56699","2549","10.6","1.8","9.7","1.9","18.8","1.8","17.3","2.3","2.6","16.2","1.9","4.7","1.1","3.9","1.2","0.6","0.4","0.7","0.4","30864","2111","39794","2315","(X)","(X)","(X)","(X)","25.9","(X)","17.6"
"310M100US19380","Dayton, OH Metro Area","341240","3334","8.9","0.7","6.1","0.6","12.8","0.9","10.7","0.7","16.0","1.0","18.2","1.0","0.7","10.2","0.7","3.3","0.4","2.8","0.4","45524","1062","60754","1479","23.1","(X)","(X)","(X)","(X)","(X)","210460","4365","5.9","0.8","2.8","0.6","9.1","1.2","8.4","0.7","16.2","1.3","20.2","1.4","14.4","1.0","13.9","1.0","5.0","0.6","4.2","0.6","58628","2109","75034","2079","(X)","(X)","22.8","(X)","(X)","(X)","149176","4401","1.2","0.4","0.7","0.3","5.1","0.9","6.4","0.8","15.8","1.4","22.3","1.7","17.7","1.4","18.6","1.4","6.8","0.9","5.4","0.9","73104","2432","10.9","89681","2652","(X)","(X)","(X)","(X)","(X)","(X)","130780","4295","15.1","1.4","11.8","1.4","19.5","1.5","14.6","1.4","1.4","13.4","1.3","5.2","0.9","3.5","0.7","0.6","0.3","0.6","0.3","27042","1298","35991","1562","(X)","(X)","(X)","(X)","22.0","(X)","15.7"
"310M100US19460","Decatur, AL Metro Area","59790","1582","9.3","2.1","7.0","1.5","14.9","2.3","12.8","2.0","12.1","2.0","18.2","2.0","1.9","10.8","1.6","2.5","0.9","1.4","0.6","42088","3896","55068","2612","31.5","(X)","(X)","(X)","(X)","(X)","41426","2025","6.8","2.4","4.7","1.6","11.4","2.7","12.7","2.4","11.4","2.1","19.4","2.5","14.4","2.6","14.3","2.0","2.8","1.0","2.0","0.8","51638","1876","64117","3485","(X)","(X)","31.9","(X)","(X)","(X)","30451","1734","1.9","1.3","1.8","0.9","9.8","2.9","10.0","2.6","11.9","2.4","22.4","3.2","17.4","3.3","18.5","2.7","3.6","1.3","2.7","1.2","65999","4741","11.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18364","1666","15.7","3.9","14.2","3.7","23.1","4.4","11.7","3.7","3.3","15.4","4.2","3.5","2.5","2.7","2.0","1.6","1.4","0.0","0.8","23022","2849","33342","3452","(X)","(X)","(X)","(X)","27.9","(X)","11.9"
"310M100US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","197599","3845","9.8","1.2","7.1","0.7","13.7","1.2","13.0","1.3","17.4","1.4","17.5","1.4","1.2","7.7","0.8","1.9","0.4","2.2","0.5","40106","1230","54251","2045","34.5","(X)","(X)","(X)","(X)","(X)","122097","4247","5.8","1.1","4.4","0.8","11.1","1.5","11.9","1.6","17.7","1.8","20.5","2.0","13.4","1.8","9.9","1.1","2.7","0.6","2.8","0.7","49190","2612","63153","2591","(X)","(X)","33.7","(X)","(X)","(X)","91783","3823","2.6","0.9","2.0","0.8","9.7","1.8","10.8","1.8","17.8","2.2","22.8","2.3","15.5","2.2","11.8","1.4","3.4","0.8","3.5","1.0","56457","2816","9.7","71382","3300","(X)","(X)","(X)","(X)","(X)","(X)","75502","3697","17.5","2.4","11.9","1.5","18.0","1.8","15.5","2.4","2.2","11.8","1.9","3.0","0.9","3.8","0.9","0.6","0.4","1.0","0.6","26207","1423","37802","3525","(X)","(X)","(X)","(X)","34.3","(X)","16.9"
"310M100US19740","Denver-Aurora-Broomfield, CO Metro Area","1021036","4844","6.2","0.4","4.1","0.3","8.5","0.4","9.2","0.5","12.6","0.4","18.7","0.6","0.5","15.3","0.5","6.0","0.4","6.1","0.3","61453","764","82296","1437","23.6","(X)","(X)","(X)","(X)","(X)","639796","8591","3.9","0.4","2.3","0.3","6.5","0.5","7.2","0.6","10.8","0.5","18.6","0.7","15.2","0.6","19.2","0.6","8.1","0.5","8.3","0.5","75946","1248","97347","1832","(X)","(X)","24.2","(X)","(X)","(X)","476536","7989","1.5","0.3","0.9","0.2","4.1","0.5","5.3","0.5","9.1","0.5","18.6","0.9","16.7","0.8","23.0","0.8","10.0","0.7","10.8","0.6","90094","1465","13.3","112691","2262","(X)","(X)","(X)","(X)","(X)","(X)","381240","7392","10.8","0.8","7.7","0.6","12.8","0.8","12.8","0.8","0.8","18.2","0.9","9.6","0.6","7.8","0.6","2.3","0.4","2.1","0.3","40462","768","53998","1521","(X)","(X)","(X)","(X)","20.8","(X)","16.0"
"310M100US19780","Des Moines-West Des Moines, IA Metro Area","230228","2417","5.7","0.8","4.5","0.6","9.1","0.8","9.1","0.9","13.2","0.9","20.5","1.3","1.0","15.1","1.3","4.6","0.6","4.1","0.6","59157","1760","74962","1831","30.5","(X)","(X)","(X)","(X)","(X)","154879","3297","4.1","1.0","2.6","0.7","6.4","0.9","7.3","1.1","11.7","1.3","20.3","1.6","16.3","1.4","19.5","1.8","6.1","0.9","5.6","0.9","71257","2335","87825","2584","(X)","(X)","30.1","(X)","(X)","(X)","117689","3503","1.5","0.7","0.8","0.4","3.4","0.8","5.3","1.0","10.5","1.4","20.3","1.8","19.6","1.8","23.8","2.1","8.0","1.2","6.7","1.0","84614","2600","14.3","100511","2870","(X)","(X)","(X)","(X)","(X)","(X)","75349","3226","9.7","1.6","9.3","1.4","16.3","1.8","13.2","1.7","1.9","20.7","2.3","7.9","1.6","5.4","1.5","1.2","0.6","0.8","0.4","36328","1953","45527","2265","(X)","(X)","(X)","(X)","29.3","(X)","15.6"
